timestamp,log_id,confidence,model_name,cpu,detection_boxes,model_processing_time,image_processing_time,absolute_time_from_start,utility
2023-12-15T21:23:29.032,1,0.864091873168945,yolov5m,1.2,1,1.8676745891571,2.40430402755737,1.88298654556274,-0.270106077194214
2023-12-15T21:23:29.120,2,0.856793835759163,yolov5m,24.6,4,0.066042423248291,2.26886606216431,1.97082877159119,-0.206036113202572
2023-12-15T21:23:29.210,3,0.659724004566669,yolov5m,20,8,0.0622532367706299,2.04508304595947,2.06051516532898,-0.192679520696402
2023-12-15T21:23:29.295,4,0.88052362203598,yolov5m,23.5,4,0.0599703788757324,1.87049007415771,2.14571118354797,0.00501677393913269
2023-12-15T21:23:29.360,5,0.803437232971191,yolov5m,29.1,2,0.0329339504241943,1.65253210067749,2.21062111854553,0.0754525661468506
2023-12-15T21:23:29.426,6,0.68146010239919,yolov5m,36.9,6,0.0247797966003418,1.43258357048035,2.27667140960693,0.124438265959422
2023-12-15T21:23:29.488,7,0.872577726840973,yolov5m,40.6,2,0.0253803730010986,1.21260666847229,2.33858776092529,0.329985529184341
2023-12-15T21:23:29.573,8,0.761304974555969,yolov5m,40,1,0.0670368671417236,1.01945304870605,2.42402195930481,0.370925962924957
2023-12-15T21:23:29.676,9,0.941429734230042,yolov5m,32.3,1,0.0586280822753906,0.85287070274353,2.52651596069336,0.897150218486786
2023-12-15T21:23:29.753,10,0.499226078391075,yolov5m,21.1,2,0.0332200527191162,0.653434276580811,2.60390472412109,0.326330177485943
2023-12-15T21:23:29.818,11,0.692137628793716,yolov5m,17.5,13,0.025022029876709,0.428461074829102,2.66815328598022,0.560299351811409
2023-12-15T21:23:29.874,12,0.880156338214874,yolov5m,30,2,0.0244331359863281,0.204241275787354,2.72484183311462,0.542198807001114
2023-12-15T21:23:30.047,13,0.816846430301666,yolov5m,19.7,4,0.0613789558410645,0.0950303077697754,2.89732551574707,0.405938369035721
2023-12-15T21:23:30.783,14,0.741126231352488,yolov5m,13.1,15,0.0237257480621338,0.56170129776001,3.63339614868164,0.651413764556249
2023-12-15T21:23:30.833,15,0.850125014781952,yolov5m,14.8,2,0.0223002433776855,0.331597089767456,3.68370580673218,0.590861052274704
2023-12-15T21:23:30.885,16,0.64696304500103,yolov5m,20,6,0.0239274501800537,0.137121200561523,3.73589110374451,0.392042122781277
2023-12-15T21:23:31.549,17,0.542789459228516,yolov5m,14,1,0.0221123695373535,0.545889377593994,4.39957809448242,0.544339418411255
2023-12-15T21:23:31.577,18,0.840884789824486,yolov5m,21.7,4,0.0205905437469482,0.287081241607666,4.42756128311157,0.563983015716076
2023-12-15T21:23:31.624,19,0.899336397647858,yolov5m,16.7,2,0.0237522125244141,0.0655758380889893,4.47451877593994,0.432456117868423
2023-12-15T21:23:31.918,20,0.759924203157425,yolov5m,25.8,5,0.0256469249725342,0.0681216716766357,4.76862120628357,0.36402293741703
2023-12-15T21:23:32.237,21,0.862441301345825,yolov5m,29.3,3,0.0226607322692871,0.0762245655059814,5.08765459060669,0.419332933425903
2023-12-15T21:23:32.551,22,0.756239528457324,yolov5m,17.7,6,0.0543081760406494,0.0981426239013672,5.40158438682556,0.377191076179345
2023-12-15T21:23:32.804,23,0.538110458188587,yolov5m,11.3,27,0.0250239372253418,0.0602602958679199,5.65455961227417,0.249185377028253
2023-12-15T21:23:33.563,24,0.799254179000855,yolov5m,13.4,3,0.0244085788726807,0.554604768753052,6.41375064849854,0.676929473876953
2023-12-15T21:23:33.601,25,0.732991069555283,yolov5m,18.6,13,0.0234916210174561,0.306660175323486,6.4517662525177,0.519825622439384
2023-12-15T21:23:33.640,26,0.773247964680195,yolov5m,18.3,8,0.0224044322967529,0.0763204097747803,6.49022483825684,0.374784187227488
2023-12-15T21:23:33.891,27,0.549002207815647,yolov5m,12.7,4,0.022860050201416,0.0501425266265869,6.74153542518616,0.249572367221117
2023-12-15T21:23:34.192,28,0.59185084104538,yolov5m,12.8,10,0.0266745090484619,0.0808634757995606,7.04277944564819,0.28635715842247
2023-12-15T21:23:34.476,29,0.717641413211823,yolov5m,38.4,3,0.0232682228088379,0.0648190975189209,7.32634377479553,0.341230255365372
2023-12-15T21:23:34.771,30,0.686008960008621,yolov5m,16,2,0.0232405662536621,0.0786323547363281,7.6219277381897,0.332320657372475
2023-12-15T21:23:35.024,31,0.667669128626585,yolov5m,9.5,8,0.02484130859375,0.0600349903106689,7.87472486495972,0.313852059468627
2023-12-15T21:23:35.327,32,0.844311028718948,yolov5m,22,2,0.0247070789337158,0.0853877067565918,8.17734098434448,0.41484936773777
2023-12-15T21:23:35.609,33,0.648162294179201,yolov5m,19.9,8,0.0211613178253174,0.0570340156555176,8.45947241783142,0.302598154917359
2023-12-15T21:23:35.916,34,0.891515056292216,yolov5m,12.2,3,0.0545094013214111,0.0828368663787842,8.76677060127258,0.4371759613355
2023-12-15T21:23:36.207,35,0.59735269844532,yolov5m,11.4,4,0.022862434387207,0.0689196586608887,9.05733203887939,0.283136178553104
2023-12-15T21:23:36.460,36,0.857227176427841,yolov5m,29.6,2,0.0243644714355469,0.0520815849304199,9.31088852882385,0.404654380679131
2023-12-15T21:23:36.771,37,0.826508154471715,yolov5m,14.7,6,0.022221565246582,0.0604617595672607,9.621994972229,0.393484957019488
2023-12-15T21:23:37.570,38,0.71984680891037,yolov5m,21.1,5,0.0266506671905518,0.558209896087647,10.4205090999603,0.639028352499008
2023-12-15T21:23:37.675,39,0.739470223585765,yolov5m,40.1,9,0.0755677223205566,0.366944551467895,10.5250649452209,0.55320738752683
2023-12-15T21:23:37.711,40,0.731846958398819,yolov5m,21.7,2,0.0231759548187256,0.111658573150635,10.561829328537,0.421752765774727
2023-12-15T21:23:38.432,41,0.478872163428201,yolov5m,15.7,9,0.0227828025817871,0.542477130889893,11.2827255725861,0.260674647159047
2023-12-15T21:23:38.467,42,0.9346883893013,yolov5m,21.8,2,0.0223793983459473,0.290658712387085,11.3180091381073,0.612673550844193
2023-12-15T21:23:38.548,43,0.584802124649286,yolov5m,21.9,8,0.0243093967437744,0.0662548542022705,11.3983225822449,0.275528489425778
2023-12-15T21:23:39.348,44,0.757851332426071,yolov5m,15.7,4,0.0266108512878418,0.564945459365845,12.1989793777466,0.661398395895958
2023-12-15T21:23:39.415,45,0.513471866647402,yolov5m,37,12,0.0254874229431152,0.31965708732605,12.2659249305725,0.416564476986726
2023-12-15T21:23:39.971,46,0,yolov5m,12.2,0,0.0222911834716797,0.565265655517578,12.8211717605591,0.0326328277587891
2023-12-15T21:23:40.026,47,0.766005575656891,yolov5m,14.9,1,0.022728443145752,0.292662143707275,12.8768050670624,0.529333859682083
2023-12-15T21:23:40.133,48,0.733132171630859,yolov5m,14.2,5,0.0222384929656982,0.0658304691314697,12.983747959137,0.349481320381165
2023-12-15T21:23:40.948,49,0.667703539133072,yolov5m,14.6,4,0.0232119560241699,0.545954465866089,13.7981517314911,0.60682900249958
2023-12-15T21:23:40.980,50,0.623252063989639,yolov5m,15.7,5,0.0216846466064453,0.259767532348633,13.8306338787079,0.441509798169136
2023-12-15T21:23:41.113,51,0.864359299341838,yolov5m,13.1,3,0.0224268436431885,0.0669093132019043,13.9639329910278,0.415634306271871
2023-12-15T21:23:41.909,52,0.490920613209407,yolov5m,17.1,12,0.022681713104248,0.563536405563355,14.7596387863159,0.277228509386381
2023-12-15T21:23:41.953,53,0.768891274929047,yolov5m,16.9,7,0.0218410491943359,0.286030530929565,14.8034596443176,0.527460902929306
2023-12-15T21:23:42.014,54,0.784704029560089,yolov5m,15.8,1,0.0217134952545166,0.040952205657959,14.8645126819611,0.362828117609024
2023-12-15T21:23:42.374,55,0.887398362159729,yolov5m,27,2,0.0769877433776856,0.0928735733032227,15.2242524623871,0.440135967731476
2023-12-15T21:23:42.656,56,0.603022456169128,yolov5m,18.8,5,0.0238766670227051,0.064251184463501,15.5062317848206,0.283636820316315
2023-12-15T21:23:42.964,57,0.696589428644914,yolov5m,11.9,13,0.0229194164276123,0.0503077507019043,15.8146736621857,0.323448589673409
2023-12-15T21:23:43.267,58,0.772208034992218,yolov5m,22.2,2,0.024216890335083,0.046684741973877,16.1173481941223,0.359446388483047
2023-12-15T21:23:43.585,59,0.585498408476512,yolov5m,21.4,15,0.0230157375335693,0.0745444297790527,16.4356899261475,0.280021419127782
2023-12-15T21:23:44.406,60,0.920146763324738,yolov5m,17.2,1,0.024838924407959,0.563853025436401,17.2562551498413,0.741999894380569
2023-12-15T21:23:44.449,61,0.668557196855545,yolov5m,18.6,3,0.0226681232452393,0.259162187576294,17.2994658946991,0.46385969221592
2023-12-15T21:23:45.085,62,0.81488935649395,yolov5m,11,4,0.0231971740722656,0.554858922958374,17.9357268810272,0.684874139726162
2023-12-15T21:23:45.120,63,0,yolov5m,13,0,0.0217406749725342,0.262175559997559,17.9702513217926,-0.118912220001221
2023-12-15T21:23:45.645,64,0.918578064441681,yolov5l,25.2,5,0.412587642669678,0.456454515457153,18.4960277080536,0.687516289949417
2023-12-15T21:23:45.718,65,0.621545132994652,yolov5l,20.7,10,0.0526015758514404,0.183397769927979,18.5680470466614,0.402471451461315
2023-12-15T21:23:45.959,66,0.946441233158112,yolov5l,10.7,2,0.03438401222229,0.0886843204498291,18.8099226951599,0.46756277680397
2023-12-15T21:23:46.319,67,0.698811210691929,yolov5m,17.7,4,0.0721333026885986,0.102502584457397,19.1699962615967,0.400656897574663
2023-12-15T21:23:46.617,68,0.618509575724602,yolov5m,26.8,2,0.0232934951782227,0.0745241641998291,19.4678246974945,0.296516869962215
2023-12-15T21:23:46.942,69,0.601960480213165,yolov5m,14.5,4,0.0245645046234131,0.0778472423553467,19.7923259735107,0.289903861284256
2023-12-15T21:23:47.333,70,0.77618465423584,yolov5l,15.9,5,0.0652661323547363,0.115028142929077,20.1830723285675,0.445606398582459
2023-12-15T21:23:47.669,71,0.616187497973442,yolov5l,21.1,4,0.0541629791259766,0.0871536731719971,20.519350528717,0.30167058557272
2023-12-15T21:23:48.001,72,0.943530996640523,yolov5l,10.5,3,0.0477468967437744,0.0859017372131348,20.851101398468,0.464716366926829
2023-12-15T21:23:48.781,73,0.603689262270927,yolov5l,18.6,10,0.0362904071807861,0.568545818328857,21.6312396526337,0.586117540299892
2023-12-15T21:23:48.851,74,0.90393078327179,yolov5l,18.9,1,0.0621712207794189,0.331695079803467,21.701831817627,0.617812931537628
